label,url,url_length,hostname_length,path_length,query_length,fragment_length,count_dot,count_hyphen,count_underscore,count_slash,count_at,count_equals,count_percent,count_digits,count_letters,count_special_chars,has_ip_address,has_http,has_https,domain_age_days,domain_lifespan_days,days_since_domain_update,registrar_name,cert_age_days,cert_validity_days,cert_issuer_cn,cert_subject_cn,ssl_protocol_version,cert_has_valid_hostname
0,https://gvmntirsrnfd.com/home,29,16,5,0,0,1,0,0,3,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.jjworden.com,24,16,0,0,0,2,0,0,2,0,0,0,0,19,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://microsoft310.yolasite.com/,34,25,1,0,0,2,0,0,3,0,0,0,3,25,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.pcgamesinsider.biz,30,22,0,0,0,2,0,0,2,0,0,0,0,25,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.goworldtravel.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://ayreservation.com/0/,28,17,3,0,0,1,0,0,4,0,0,0,1,21,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.luxedujour.com,26,18,0,0,0,2,0,0,2,0,0,0,0,21,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.rapidcitydiocese.org,32,24,0,0,0,2,0,0,2,0,0,0,0,27,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.deutsches-polen-institut.de,39,31,0,0,0,2,2,0,2,0,0,0,0,32,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.linktis.com/,24,15,1,0,0,2,0,0,3,0,0,0,0,18,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://www.divorcelawyers.co.in/wp-content/uploads/2022/rshmicro365/officeonline/cgi-bin1/,91,24,59,0,0,3,2,0,9,0,0,0,8,68,15,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.ukbimframework.org,30,22,0,0,0,2,0,0,2,0,0,0,0,25,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://transfersgomallorca.com/kundenservice/dkb-de/,52,23,22,0,0,1,1,0,5,0,0,0,0,44,8,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.incognito.com,25,17,0,0,0,2,0,0,2,0,0,0,0,20,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.iparfum.nl,22,14,0,0,0,2,0,0,2,0,0,0,0,17,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://university124.wixsite.com/my-site-1,43,25,10,0,0,2,2,0,3,0,0,0,4,31,8,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.simpleminds.com,27,19,0,0,0,2,0,0,2,0,0,0,0,22,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.onthemarket-smartboard.com,37,30,0,0,0,2,1,0,2,0,0,0,0,31,6,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.pyrogenesis.com,27,19,0,0,0,2,0,0,2,0,0,0,0,22,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://p1-tyn.firebaseapp.com/,31,22,1,0,0,2,1,0,3,0,0,0,1,23,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.iipl.in,18,11,0,0,0,2,0,0,2,0,0,0,0,13,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.azug.be,19,11,0,0,0,2,0,0,2,0,0,0,0,14,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.artscouncilmalta.org,32,24,0,0,0,2,0,0,2,0,0,0,0,27,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.universityguesthouse.com,36,28,0,0,0,2,0,0,2,0,0,0,0,31,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://vjjuuaylcs.duckdns.org/,30,22,1,0,0,2,0,0,3,0,0,0,0,24,6,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,https://servidor-segundoo.com/?gclid=eaiaiqobchmi5r-zxfus_qiv9bxuar0myqyfeaayasaaegk-epd_bwe,92,21,1,61,0,1,3,2,3,0,1,0,3,77,12,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,http://www.omgwowxisf.ga,24,17,0,0,0,2,0,0,2,0,0,0,0,19,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,http://www.sticktogracestudio.com,33,26,0,0,0,2,0,0,2,0,0,0,0,28,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.grossmann-berger.de/img/standort_grey.svg,53,23,22,0,0,3,1,1,4,0,0,0,0,43,10,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.knowinggarden.org,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.globeslcc.com,25,17,0,0,0,2,0,0,2,0,0,0,0,20,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.eprstbla.zzz.com.ua,30,23,0,0,0,4,0,0,2,0,0,0,0,23,7,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.printhand.com,25,17,0,0,0,2,0,0,2,0,0,0,0,20,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.travelly.us,23,15,0,0,0,2,0,0,2,0,0,0,0,18,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://asgpfgaegr.duckdns.org/,30,22,1,0,0,2,0,0,3,0,0,0,0,24,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.lanuevacomuna.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.wez.fr,17,10,0,0,0,2,0,0,2,0,0,0,0,12,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://helpdeskupport0777.firebaseapp.com/,43,34,1,0,0,2,0,0,3,0,0,0,4,33,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://owa0i001.firebaseapp.com/,33,24,1,0,0,2,0,0,3,0,0,0,4,23,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.toriamos.com,24,16,0,0,0,2,0,0,2,0,0,0,0,19,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.voladm.gov.ua,25,17,0,0,0,3,0,0,2,0,0,0,0,19,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://venzamonster2464.weebly.com/,36,27,1,0,0,2,0,0,3,0,0,0,4,26,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.abhalten.de,22,15,0,0,0,2,0,0,2,0,0,0,0,17,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://bit.ly/digbper,22,6,8,0,0,1,0,0,3,0,0,0,0,17,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.benchmarkcreative.com.au,35,28,0,0,0,3,0,0,2,0,0,0,0,29,6,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.bejealous.com,25,17,0,0,0,2,0,0,2,0,0,0,0,20,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.furman.edu,22,14,0,0,0,2,0,0,2,0,0,0,0,17,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://icsauth-app01.com/sn/2a7e889,36,17,11,0,0,1,1,0,4,0,0,0,7,22,7,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.enfsolar.com,24,16,0,0,0,2,0,0,2,0,0,0,0,19,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://ga.gestionaccess.repl.co/,33,24,1,0,0,3,0,0,3,0,0,0,0,26,7,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,http://www.amazcazm-co-jp.amaozcon.ucseo.cc/,44,36,1,0,0,4,2,0,3,0,0,0,0,34,10,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.sionic.com,22,14,0,0,0,2,0,0,2,0,0,0,0,17,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.leonardo.de,23,15,0,0,0,2,0,0,2,0,0,0,0,18,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://maildinshaakckjnw26.web.app/,36,27,1,0,0,2,0,0,3,0,0,0,2,28,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.timeshare.com/us/en/timeshare-101,45,17,20,0,0,2,1,0,5,0,0,0,3,33,9,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.storymuseum.org.uk,30,22,0,0,0,3,0,0,2,0,0,0,0,24,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.jobtestprep.com,27,19,0,0,0,2,0,0,2,0,0,0,0,22,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.berliner-dampfer.de,31,23,0,0,0,2,1,0,2,0,0,0,0,25,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.capetown.ca/legal,29,15,6,0,0,2,0,0,3,0,0,0,0,23,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.ecomcourse.online,28,21,0,0,0,2,0,0,2,0,0,0,0,23,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.spelman.edu,23,15,0,0,0,2,0,0,2,0,0,0,0,18,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.oneslife.oss-ap-southeast-1.aliyuncs.com,51,44,0,0,0,4,3,0,2,0,0,0,1,40,10,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.globalbusinessandhumanrights.com,44,36,0,0,0,2,0,0,2,0,0,0,0,39,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.q-storage.nl,24,16,0,0,0,2,1,0,2,0,0,0,0,18,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.usaemergencysupply.com,34,26,0,0,0,2,0,0,2,0,0,0,0,29,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://tinyurl.com/portalegruppobper,37,11,18,0,0,1,0,0,3,0,0,0,0,32,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.zjins.com,20,13,0,0,0,2,0,0,2,0,0,0,0,15,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://miseenjouridentifiantdigital.web.app/,45,36,1,0,0,2,0,0,3,0,0,0,0,39,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.selfip.biz,21,14,0,0,0,2,0,0,2,0,0,0,0,16,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.startlandnews.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.sonokinetic.net,27,19,0,0,0,2,0,0,2,0,0,0,0,22,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.somatulinedepot.com,31,23,0,0,0,2,0,0,2,0,0,0,0,26,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.fashionsootra.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://mghrwligtdw.co.vu/,25,17,1,0,0,2,0,0,3,0,0,0,0,19,6,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,http://mail.grub1.org.work.gd/,30,22,1,0,0,4,0,0,3,0,0,0,1,21,8,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.specialunits.sk,27,19,0,0,0,2,0,0,2,0,0,0,0,22,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.ldh-france.org,26,18,0,0,0,2,1,0,2,0,0,0,0,20,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.edenwestreporting.com.au,35,28,0,0,0,3,0,0,2,0,0,0,0,29,6,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.sierre-zinal.com,28,20,0,0,0,2,1,0,2,0,0,0,0,22,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.hkwatch.org,23,15,0,0,0,2,0,0,2,0,0,0,0,18,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.bbi.catholic.edu.au,31,23,0,0,0,4,0,0,2,0,0,0,0,24,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.mesbas.com.tr,25,17,0,0,0,3,0,0,2,0,0,0,0,19,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.cunninghamtherapy.com,33,25,0,0,0,2,0,0,2,0,0,0,0,28,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.monikakarasewicz.bialan.pl,37,30,0,0,0,3,0,0,2,0,0,0,0,31,6,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,http://rockwellpetroleum.com/2021/03/16/6-things-to-know-when-having-a-home-inspection-done-before-buying/,106,21,78,0,0,1,11,0,7,0,0,0,9,77,20,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.radioplayer.co.uk,29,21,0,0,0,3,0,0,2,0,0,0,0,23,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.viragobarcelona.com,31,23,0,0,0,2,0,0,2,0,0,0,0,26,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://nedmain.dyqr0b29v92m9.amplifyapp.com/,44,36,1,0,0,3,0,0,3,0,0,0,6,31,7,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
0,http://www.security.ohsxy.com,29,22,0,0,0,3,0,0,2,0,0,0,0,23,6,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.som.com,19,11,0,0,0,2,0,0,2,0,0,0,0,14,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://thesharedattach4mg5.web.app/,36,27,1,0,0,2,0,0,3,0,0,0,2,28,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.pmacraftshow.org,28,20,0,0,0,2,0,0,2,0,0,0,0,23,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.bracebridgedinners.com,34,26,0,0,0,2,0,0,2,0,0,0,0,29,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://ent-auth.menural.cl/r,28,19,2,0,0,2,1,0,3,0,0,0,0,21,7,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.twistbioscience.com,31,23,0,0,0,2,0,0,2,0,0,0,0,26,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://tidalpiquillor.com/.well-known/pki-validation/BOFA/copy/updatecontactinformation-SUPPORT-81812632123516934893/,118,18,92,0,0,2,4,0,8,0,0,0,20,83,15,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.connectedaction.net,31,23,0,0,0,2,0,0,2,0,0,0,0,26,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.niktell.com,22,15,0,0,0,2,0,0,2,0,0,0,0,17,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://www.yaqoobi.org/smd.rchn/smrp.php,41,15,18,0,0,4,0,0,4,0,0,0,0,32,9,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.headcount.org,25,17,0,0,0,2,0,0,2,0,0,0,0,20,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://wvwvwzonaensengunrabeta.com/index.php,45,27,10,0,0,2,0,0,3,0,0,0,0,39,6,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.arcade.ch,21,13,0,0,0,2,0,0,2,0,0,0,0,16,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.rftgyh.xyz,21,14,0,0,0,2,0,0,2,0,0,0,0,16,5,0,1,0,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.fredsheatingandair.com,34,26,0,0,0,2,0,0,2,0,0,0,0,29,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.jazzstandards.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.croquet.no,22,14,0,0,0,2,0,0,2,0,0,0,0,17,5,0,0,1,-1,-1,-1,N/A,-1,-1,CONN_FAILED,N/A,N/A,0
1,https://www.ohnsorg.de,22,14,0,0,0,2,0,0,2,0,0,0,0,17,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.emily2u.com,23,15,0,0,0,2,0,0,2,0,0,0,1,17,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.psychcongress.com,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://hotels-castres.com/express.php,38,18,12,0,0,2,1,0,3,0,0,0,0,31,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.factionoffools.org,30,22,0,0,0,2,0,0,2,0,0,0,0,25,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.displaydevelopments.co.uk,37,29,0,0,0,3,0,0,2,0,0,0,0,31,6,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
1,https://www.calcioefinanza.it,29,21,0,0,0,2,0,0,2,0,0,0,0,24,5,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,http://www.uploadkon.ir,23,16,0,0,0,2,0,0,2,0,0,0,0,18,5,0,1,0,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
0,https://hgjk-7354f.firebaseapp.com/,35,26,1,0,0,2,1,0,3,0,0,0,4,24,7,0,0,1,-1,-1,-1,N/A,-1,-1,SSL_ERROR,N/A,N/A,0
