label,url
1,https://www.jetair.co.uk/aircraft-charter/oil-gas-marine/crew-rotation-charters
0,https://ip-72-167-35-191.ip.secureserver.net/SWISS/b1fcf79f9e74cf0d040b2192800da433/
0,http://vetec-eu.net/bper/proces.php
0,https://switch.com.kw/.kw/
0,https://olx.pl.oferta-payment.works/get/?id=47321339
0,http://ht.ly/dBqF30qSyYt
0,https://whitefordkenworth-my.sharepoint.com/personal/bwalters_lglk_com/_layouts/15/Doc.aspx?sourcedoc={1d96cb1e-0031-41b8-8774-24bb2f7c4caa}&amp;action=default&amp;slrid=9ebb659f-7054-a000-b19b-7cb962889fc8&amp;originalPath=aHR0cHM6Ly93aGl0ZWZvcmRrZW53b3J0aC1teS5zaGFyZXBvaW50LmNvbS86bzovZy9wZXJzb25hbC9id2FsdGVyc19sZ2xrX2NvbS9FaDdMbGgweEFMaEJoM1FrdXk5OFRLb0JPN09POGhoXzd0dFZFcW56WWR1YkNBP3J0aW1lPVN3cWtEVjhuMkVn&amp;cid=2ae6d679-a1b4-4b0f-a76a-46e32d437c42
1,https://www.jillyclark.com/background.html
0,http://email302.com/l/5fc15ea15e66c082e33c48babd5a8ff601a799e6/[email?????????????????????????????????????????????????????????????????protected]tageapp.com/-/www.paypal.com/cgi-bin/
0,http://www.formbuddy.com/cgi-bin/formdisp.pl?u=Twice&amp;f=LLM
1,https://www.portofbrownsville.com/about/harbor-master-office/
0,https://buildingcorp.com.au/wp-admin/ty/
0,https://www.onlineservicefree.club/landingpage/dd263864-38a2-466a-be2f-4e5ec6c5e042/-2TxMqcOA-OhcCJ61bO8_oiYnK4c3EHuOvQ-HFC6T5E
1,https://www.anvitrade.cz/images/fb.svg
1,https://www.cabreraauto.com/new-cadillac-xt6-arecibo-pr
1,http://cooperwalinski.com/2021/01/22/3-types-of-fitness-programs-for-patients-with-severe-lower-limb-arthritis/
0,https://olx.pl-getpost.work/confirmation/payout/650927241
1,https://www.gyropalacemerrick.com/assets/favicon/safari-pinned-tab-c09e97d664f82a07a74ebf57eb221d2d1fbf46a3d53345d334f06825f9349d2f.svg
0,https://signinlogin007.wixsite.com/my-site
1,https://www.airsprung-group.co.uk/
1,https://www.akvalis.com/services/sajtfon/
0,https://info-dati-riepilogo.000webhostapp.com/
0,http://update.amazon.shopppy.xyz/mobile/homepage/
1,https://www.capdrill.com/services/exploration-drilling
0,http://dhi.it/tlajiqfe/ygffbfbq.html?mejlnyzcabb.php?qme2
1,https://www.wcloudus.com/about-white-cloud.html
0,http://timeline-1242785355.surfshop.ma/connect.html
1,https://www.oade.com/Tapers_Section/faq-mic.html
1,https://www.sapphirek12.com/software/learning-management-system/
0,http://globalskillspark.com/put//alldomain/alldomain/index.php?email=a@b.com
1,https://www.philipwilliams.co.uk/Home
1,https://www.msctrustgate.com/IDCenter.php
1,https://www.gamma-service.it/news/
0,https://situs-pemulihan05.webnode.com/
1,https://www.afxindustries.com/
1,https://www.proclinical.com/about-proclinical
0,http://www.psmkreditsyari.com/wp-content/plugins/js_composer/include/templates/shortcodes/web/home/
1,https://www.ilandcloud.com/services/locations/
1,https://www.chardonnay.com/public-charters/champagne-brunch-charter/
0,https://rotanterproclanic.live/wingdoughtmanter/mazon/fdefa
1,https://www.ldd.ca/real-estate
0,https://versementpos.ddns.net/x 00 x/315c0/
0,http://amazon.jp.abaiinsurance.cn/
0,https://loghomesnetwork.com/general/www.breeid.fr-pointcheck.secre.region-departement/d738b/index.php
1,https://www.paragonsports.com/products/radical-mp-graphene-360
0,https://fbtimeline-zs960e8oa.villalarnia.org/connect.html?timelimit=4365890f71b29bf94b7fbba8bf7f9cf2
1,https://www.fux-eg.org/kontakt/
0,https://globert.be/labanqueposale-login-secure/8cc5c/
0,https://gajanandvalves.com/.nabau/nab/login.php?
0,https://olx.pl.reg-bertu.pw/cash92215284
0,https://online.personalbanking.newappaccess-review.link/Login.php
1,https://www.readysetauction.com/policies/privacy-security/
0,https://docsharex-authorize.firebaseapp.com/common
0,https://webmaillapostemail.wixsite.com/my-site
1,https://www.aegisliving.com/services/memory-care/
0,https://lacie_killin.gitlab.io/jnxcjkxnvkjcxvhfbdn-cxrvfd/4588.html
1,https://www.portopia.co.jp/convention/
1,https://www.ciktrb.ru/projects/28/
0,https://yonoauctionmarttz.com/error/
0,http://51jianli.cn/images?http:/us.battle.net/login/en?ref=http:/xyvrmzdus.battle.net/d3/en/index
0,https://rakuten.email-styleup.com/l
0,http://bicicentroslezama.com/EJERCICIO/2050X/myaccount_done.htm
1,https://www.4129.net/higashiyama/menu
1,https://medicaldatamgt.com/services.aspx
1,https://www.alfa.com.mx/RI/presentaciones.htm
1,https://crespeldeitersgroup.com/de/feed/
0,https://solvelarge.com/OneDrive/latest-onedrive/
0,http://marketvit.by/wp-content/languages/cyberstore/webaccess/6cebb2fe1387e91096dedca2dd7625cd/
1,https://www.gmfcapital.com/site/templates/assets/img/icons/manifest.json
1,https://www.pumori.ru/factory/
1,https://www.keybase.com/index.php/contact-us/ask-a-question
1,https://www.dagrofa-logistik.dk/om-os/historie/
0,http://s.alchemer.com/s3/2023-device-protection#richard@legalshield.com
1,https://www.drrich.net/airplay-chart/
0,https://clouddoc-authorize.firebaseapp.com/...xxx.........
1,https://www.kuhnen-wacker.com/
1,https://www.uni-techno.co.jp/activity.html
1,https://www.artvision.com.gr/blog/services/video-gia-xrisi-sto-diadiktuo/
0,http://sumairakhanray.org/fe900
1,https://www.espinozatreeservice.net/contact
0,http://interactive.uk.net/homes/DROPBOX/DROPBOX/dbox (2)/vinc
1,https://www.libra.com.mx/PuntodeVenta
0,http://new.aya1.go.th/pic/message/-/https/Documento-N8121002/cuenta/clients/cc.php?verification
0,https://552204.selcdn.ru/irninsde/iron4iton.html
1,https://www.allinteractive.com.au/facilities/
0,http://clamfreenewold.duckdns.org/
1,https://www.csgm.si/delavci-oe-ze/
1,https://www.gosmallbiz.com/
0,http://ww2.activartusoperacionesenlinea.zonasegurabeta.com.pe.vegam.co
0,https://olx.pl.pay-myitem.pw/unlock20176595
0,https://vodafone.paying-accounts.com/account/index?a=2
0,https://amazonjapanapprove.ml/mobile
1,https://www.sterncassello.com/links.html
1,https://www.datacomsystems.com/solutions-for-manufacturing/
0,https://www.sharestion.com/eur/login?id=aVJjQlJ3c3V1VDRiSFNGL2JqM05paVl6RXJPMEJ1WXpRejk1Q3NBSENUS3ZURnFROEJ3R29ETzA1VmxNbHIwVFFTS0tJK2JXd0JGTFh5ck44Z2pRVHo5Rk1RSysrSnhxaEI4R2JlL3JLL2tMNVhYMXVvQTJ3UjF4ZjU5b2NOWnQ4dVVOdjVSWGJPcEFvdGw5MDFBZmRPeGJUa295eWNYWm5aQzFtTHlPMmFSZmdrVHNyeThibVhMK2JUc0ZyRnFTTlpheENLQkR4OSs3cXNYUjEzUHFuSFc2N0pKUEtRdElzUDZYQ1RkbEJDRHRRNXJPTUU4MVBTMjdPV1NlU0dsdXN3WmhzaTRJVkdpTms1d0I4SVB2c2x6b1l1ZCtBQnB1Y3RXaDhZUnF2YUdXNXhyNEd0QlRsVTRmcHZtdDh0ZzE
1,https://www.cosentinos.com/our-story
0,http://174.138.36.47/banks/ATB/confirm.html
1,https://www.milehichurch.org/watch/
1,https://www.chubu-gu.ac.jp/
0,http://pxonydy.ml/pay/checkout
0,http://coinly.cz/mkbbssl/54b595ca4a68517eb4767adfd6b2fe1f/
0,https://main.d3m1onvz6klva1.amplifyapp.com/index.html#jeffsearson@prepaidlegal.com
1,https://www.neuromics.com/
1,https://res.cloudinary.com/iconcdn/image/upload/q_auto/nordictrack.com/cdn/images/icons/icn_cart.svg
0,https://54-224-205-117.cprapid.com/img/
1,https://www.identigraphix.com/services/variable-data.html
1,https://www.ktng.com/vision
0,https://oliverconstructionmt.com/804c17b7243b6eb72528c87374b8faa3/verify.php?country_x=-&amp;ACCT_x=ID-PPL=PA324191.96.83.244=ScrPg=69a80b02e3fd6e11b47fa1c507ac1c7eb22f1933e618b349961b64843a434df6S=$1$9csuEYD9$5Rg9WZvDyVMDbMZoLevGG0PCwBWHpcXbdm8ozsMR60nrGOe4yFhgqjNkQYxivK3E7T529VDfZLS1aIlAuUtJau6EV1fHBiRFkqwpK3rISztg4oQGl8LDy2Cv0emcxPYAM7UhOZ5bjNndWJ9XsT19000363966
0,https://hm.ru/Buu5Sn
1,https://www.edelman.com/work
0,http://hasmob.com/other/alibaba.com/Login.htm
0,http://hkretailconcepts.net/Ymc5I/office
1,https://www.dumouchelle.com/Contact
0,http://hyasozozadr5hdg.ygto.com/sitemap_44959.xml
1,https://www.conectaw.com.br/planos.php
0,https://amazomdsfhsdgfhjxx.xyz/
1,https://www.hc-labo.co.jp/pdf_nav/namemeaning_3/
1,https://www.iksoris.pl/nasze-realizacje.html
0,https://paypal.me.holdpaystatic.shop/connexion
0,http://bit.do/dhl-expres
1,https://www.zzsol.cz/nase-sluzby/projekty
0,https://you-speak.com.ua/index.html?GHVth*seZzERD*ftGVYBHUniIMinKBjFC*rdXFTCHyigJNUHgvHFCdgJHVIFcdRXDftc
0,https://bravobeveiliging-my.sharepoint.com/personal/r_bouman_bravobeveiliging_nl/_layouts/15/doc.aspx?sourcedoc={b08d0520-a8dd-42bb-9835-d7443040243b}&amp;action=default&amp;slrid=970f5c9f-603c-1000-27b6-96f2f0a5205c&amp;originalpath=ahr0chm6ly9icmf2b2jldmvpbglnaw5nlw15lnnoyxjlcg9pbnquy29tlzpvoi9nl3blcnnvbmfsl3jfym91bwfux2jyyxzvymv2zwlsawdpbmdfbmwvrwlbrmpirgrxthrdburywfjeqkfkrhncagzsmzdlvxnnvunhy01nt3hjvfjhqt9ydgltzt1oa05tru1judjfzw&amp;cid=8b514f7f-072b-4d49-87f3-f1ff2f7c26f7
0,https://www.val-gardena.net/it/_islink.asp?url=26102549657133712.jijid.yoga
0,http://11z673.moneyfat.link/apmix
1,https://www.ambenv.com/wp-json/
0,http://www.knowawareness.com/xx/
0,https://httpsmail.klikbsi.id/
0,http://freebonus-pp.operex.ga/login.php
1,https://www.yarnet.ru/fun/
1,https://www.uchimura.co.jp/en/products/
0,https://copyrightsfb-qerwjh6xs.msfiles.ir/connect.html?timelimit=f234622761cd591df424f2c12e6ad687
0,https://decor-art.sk/modules/log/a532f
1,https://www.gracenote.com/video/streaming-video-suite/
0,https://compactsigns.ml/suerccdash1/wi0n2i=/jbhogi=/wy5yzc=/
0,http://loginame.info/
1,https://www.techquadrat.at/karriere-chance/
1,https://www.uniworld.com/
0,https://ijutybfvfevdb.ga/CC_POSTALE/f2afd/
1,https://www.ub.edu.ar/
0,http://hostpoint.ch.gbp-events.com.prunauneau.fr/943070958193827623/
0,https://luminumsolucoes.com.br/nmkkjhfgfghdggsty/view/login.php?userid=
0,http://nocontent-vvvppxqo.velocityhub.com/nextVRF.html?location=daf4d2ee5de9d0ed690b2501992d5764
0,http://sssilkplaster.in/cxpsufirde.html?jHBFdXEaZsXDFCYGvbHUbNIJnnOnOnJIuhBgvvgfcfxdSEzXrdFCgvHBGVfcD
0,https://authenticate-nipponamazon-app.ni-ku.info/r/118HBML
0,https://docomo.ne.mnjp.xyz
0,https://secure-ssl-cdn.com/8a96ac49096e7577005090e85067a8df434fbcd4/mon
0,http://www.stolizaparketa.ru/wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=_xxx@yyy.com_
0,https://docs.google.com/forms/d/e/1FAIpQLSel0WzlUSRy5Yq7D5GuYeKTGE6eCIY12-8pYpvhFYihnkOQ8g/viewform
1,https://www.flattownmusic.com/swamp-gold-series/
0,https://docs.google.com/forms/d/e/1FAIpQLSfvqkHdUtQiMzGQ1xtWF9XS-F5YDlpvFN88tAxmZPL18TgAJw/viewform?usp=send_form
0,https://dronesforhumanity.co.ke/v4/dir/2022/oma21/002/excelz/bizmail.php
1,https://www.ritmoshoes.it/
0,https://www.lbp-certicodeplus.uneedonline.info/postale-v2(1)/
1,https://www.pwcs.com.au/community-environment/community-relationships/
1,http://www.michiganlegalhelp.org/
0,https://durafast.shoplo.com
0,https://norwayposten.blogspot.com/2021/02/blog-post.html
0,http://newonline-restrict-payee.com/lloyds
0,http://vod.reliableiptv.com/images/spl_schedules/280c70ab3f667603ed6d97e63e2f96c8/index.php?27cd90f98bf77250b3b0e96298cf5853?dispatch=S1Hpom1UoLjsiXzFgRDFCoW8VyRXTSYLTFbi1ccqXvTgttWKkA
0,http://xqr3n.mjt.lu/lnk/AMUAAIywLv0AAAAAAAAAAACryCIAAAAAFKUAAAAAABaYWQBf013r_n-bytrwQca_GRBY_sm9iwAWPsQ/2/oxJAtG2e_XvGrFF9fjjQgg/aHR0cHM6Ly9iaXQubHkvM2d6TGxiVA
0,https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAAa__QtvBaJUNVZaMTFCVlQ4Q0YxM05PMkVWTllIMzdNWC4u
0,https://3deya6i.blob.core.windows.net/hjvhvh/AbV.html
1,https://www.bilkom.com.tr/apple-ailesi/
0,http://qwikkar.com/connect/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php
1,https://www.emasis.com/news
0,http://ecure.runescape.com-tp.ru/
1,https://www.commucon.com/products.html
1,https://www.cesra.de/feed/
0,https://phogovip.vn/.well-known/.ssl/ID3/user/id-78737327/seguranca-online/?hash=beard49@prepaidlegal.com
1,https://www.justanotherhost.net/products/seo
1,https://www.ainedter.com/
1,https://www.smartmatic.com/about/
1,https://www.drapervalleyfarms.com/brands/roxy-the-organic-chicken/
1,https://www.contractleasing.net/fleet-services/fleet-consulting/
1,https://www.petesfresh.com/newsletter
1,https://www.vima.fi/
1,https://www.bluegrasscellular.com/phones.html
1,https://www.tsra.org/wp-content/uploads/2019/11/Restrictions.pdf
1,https://www.oplax.fi/varastolavat/
0,https://services.runescape.com-vzla.ru/m=weblogin/loginform146728915151257412167
0,https://royalmail.parcel-redelivery-attemp-ref018.com/banks/online.citi.eu/
1,https://www.visitjacksonville.com/food-drink/
1,https://www.brif.kz/nazvanie-zapisi-2/
1,https://www.ysura.com/de/media
1,https://www.ufgca.com/
1,https://www.winevalleylodge.com/index.html
1,https://www.hops.hr/vijesti/dan-planeta-zemlje
0,http://www.royalclients-connect.com/6500/
1,https://www.ruemmelebau.com/bauen/referenzen/
1,https://www.ankenyfirst.org/employment-first.htm
1,https://i-readycentral.com/familycenter/
0,https://jalargabustyus.ml/Notification_help.html
1,https://www.groja.de/produkte/grojaliving/vorgartenzaeune
1,https://www.urc.com.ph/
1,https://www.bmsoft.de/leistungen/it-service-support/it-service-berlin/
1,https://www.quantumvd.com.au/contact.html
1,https://www.malayan.com/news
0,http://180.215.201.123/
0,https://freebie.es/a/
1,https://www.cameron.edu/press-releases
1,https://www.merca.cl/proyecto/daniela-ropert/
0,https://ritaspizzaportsmouth.com/log-in-account-service/SMS/US
0,https://rakuten.email-fukuske4.tokyo/404.html
1,https://www.facethemusicblues.com/leadership-development
1,https://www.117.ne.jp/service/option/virtualdomain/
0,https://rebrand.ly/anky8gs
1,https://www.matyska.cz/internetove-obchody
0,http://www.cmdcario.com.br/files/pagina/imagenes/comun2008/banca-en-linea-personas.html
1,https://www.raisaenergy.com/faqs-and-glossary
0,http://demo.samretpechfinance.com/wp-includes/SimplePie/Content/Alphean/
1,http://www.linkedin.com/company/crown-point-solutions
0,https://facebook-login.tbit.vn/
1,https://www.drlaurapetvet.com/veterinary-services
0,http://chungcuvinhomessmartcity.com.vn/wp-content/t-online/t-online.php?email=
0,http://dongsuh.net/visa/index.html/?/visa.com.br/programa/de/pontos/cadastro.html
1,https://www.leaffilter.com/company/careers/
1,https://www.acrismatic.es/sobre-nosotros/
1,https://www.fpsb.org/news/financial-planning-standards-board-names-experts-from-brazil-south-africa-and-the-u-s-to-global-standards-committee/
1,http://www.adaspn.it/home.html
1,https://www.barrault.com/le-groupe/actualites/
0,https://mail.lemonyellowsun.com/sg/sg/
1,https://www.ryangroup.net/press
0,https://amazon-account.co.jpk-2.top/signim/?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin
0,http://113.161.144.143:8082/Def5392bAcer/paypal-pleaselogin.html
0,https://www.hsbc.gb-secure-online.com/Login.php
1,https://www.ctbto.org/press-centre/news-stories/2021/10-years-on-from-japans-triple-tragedy-ctbto-and-disaster-risks/
0,https://www.jimdavidsoncolumn.com/columns/themes/seven/images/SSSSSSSSS/70a1147500e0a899c6c1771d6b03b0c2/deliveryform.php?6CAFFb1562746579bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0bcea9cf84366ef2b1a00d533028690e0
1,https://www.zeroone.net/assets/img/overlay-spinner.svg
1,https://www.frontiermkt.com/
0,http://dmgsolartechnology.com/0365/login.php?ss=2
1,https://www.luthercare.org/community/welcome-to-st-johns-herr-estate/
0,http://rayone.com.jo/rayone/lda/z!/wp/DocuSign/u.php
0,https://r2v-art.ru//install122222/language/en-gb/common/cache/
0,http://mcleren.ga/?login=do
0,http://198.55.96.123/banks/directing/bmo/secquestions.php
1,https://www.workstrategy.com/company.html
0,https://comninjas.com.au/damienkelly/wp-content/themes/twentysixteen/js/xza/Aim/reconfirm.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd
0,https://gradnacap.s3.us-south.cloud-object-storage.appdomain.cloud/1playxvx.html
1,https://www.adpersonam.pr.it/nostri-servizi.aspx
1,https://www.glastonburyus.org/adulted
1,https://www.draguscapital.com/pt/servicios.html
0,https://buildingcorp.com.au/wp-admin/ty
1,https://www.hmhllc.com/
0,https://www.freeler.de/pics/mobile.de
1,https://www.caddis.co/work
1,http://www.livinghistoryassn.org/forms/2018_LHA_Membership_Application.pdf
0,http://www.anxfurniture.com/cardinal/transfer/wetransfer
1,https://www.rey-betonwerk.de/elementdecken
1,https://goo.gl/maps/7FjVSpkTW172
0,http://s.alchemer.com/s3/2023-device-protection#ad@legalshield.com
0,https://github.com/HotarusCorp/BancoPichincha
0,https://pitstopas.com/wet/wetransfer?email=kristi@legalshield.com
0,http://konratove.com/1f804
0,https://rakutoon-0axl0.cc/
1,https://www.west-windconsulting.com/
1,https://www.improcom.com/shop
1,https://www.journeysinternational.com/
0,http://www.zjgsyds.cn/js?https://secure.runescape.com/mu003dweblogin
1,https://www.townofdublin.org/boards
0,http://mail.thelovegarden.com.ph/wp-content/plugins/kingbradley/test/excelz/bizmail.php?email=emhhbmdwZWlAdGYtc3VubnkuY29t&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1
1,https://www.fujikawa-net.co.jp/tv/street_camera.php
0,https://sites.google.com/view/paypal-customer-services/
0,https://mail.joyarrington.com/templates/protostar/html/com_media/imageslist/etiy.sc.skc.lk/login.php
1,https://www.crnwireless.com/product-and-solutions-overview/
0,https://www.postaleaccedi.com/
0,http://allenhgm.com/PCBgZMTkCx.html?HVtEWzRdxTfcVGvBHJInIkOJMIbhUvgFCdgXsEXRDCfGVhBJniNUHYGV
0,http://getatless.com/document
0,http://chat-whatsapp.vizvaz.com
1,https://www.tswfast.com/Account.do
1,https://www.dukeshotel.com/contact/
0,http://gennett.co/privacy/
0,http://www.sieck-kuehlsysteme.de/userdata/images/Produktion/login/?email=jdoe1@emailhost.c
0,http://brainstormneighborhood.com/this/ms
1,https://www.tlgaerospace.com/services/overview/
1,https://www.avans.nl/over-avans/alumni
1,https://www.adlens.com/careers/
0,https://ents-2830587667.allesinorde.nu/connect.html?timelimit=e861eba5a52b919861d9d7aa39493c3b
0,https://docs.google.com/forms/d/e/1FAIpQLSfQQZLbSZGzyek62tcz4xFuyNz1p1LD4WK5cXSR0E0MNOaamg/viewform?usp=sf_link
1,https://www.mectro.no/kretskortmontasje.html
1,https://www.ion-systems.net/wp-includes/wlwmanifest.xml
1,https://www.wfsdallas.com/about
0,https://www.zononm.co.fr-yui.com/pc/
0,https://serviceboite.wixsite.com/my-site
1,https://www.frisq.se/care/
1,https://www.tdm.de/feed/
0,https://hsbc.cancel-online-payments.com/Login.php
1,https://www.fredburackco.com/fred_burack_co_inc
1,https://pokagonfund.org/what-we-fund/funding-focus
0,http://community-diskussionsforen-probleme-klaren-de.totalh.net/ebay.community.de
1,https://www.centrelakeimaging.com/services
0,https://sites.google.com/view/ffjhgfnbgbpdjbvduvbwv/bt
0,https://ny.4everproxy.com/direct/aHR0cHM6Ly9tb2JpbGUuZmFjZWJvb2suY29tLw--
1,https://www.annapoliscopy.com/order/
0,http://edoism.com/build/AEJ3dI/AEJ3dI/AEJ3dI
1,https://www.fornex.com/
0,https://firebasestorage.googleapis.com/v0/b/ttcc-6760c.appspot.com/o/ttc/index.html?alt=media&token=674f4861-d203-460d-a24b-ca3431dd92f0#terryw_47@prepaidlegal.com
1,https://www.yogurt-land.com/realrewards
1,http://hcet.org/services/program-support-evaluation
0,http://akwaabait.com/js/Telekom-Login.htm
0,https://vertrauenbrokers.com/wp-content/update/browse/75455e062929d32a333868084286bb68
0,https://homologacao.madrugadaolanches.com.br/css/gti/apple.com/index/My lD Account/
0,http://amizand.com/NEW/amazkn/mazon/amazon
0,https://amazoncojp.aqwbb.cn/pc
1,https://www.broadcastsolutions.tv/feed/
1,https://www.arduc.co.jp/wp/contact
1,https://twitter.com/richardsondsgn
1,https://www.metalassemblies.co.uk/services/tool-making/
1,https://www.icfoss.org/media/ringback.ogg
1,https://www.encorerehab.com/patients/what-to-expect
1,https://www.eyeled.de/blog/
0,https://sandboxstg.medicalwale.com/00000EFZ9UIZEIJOF/949IKSD/EN/
0,https://s4tiva.com/wp-content/uploads/2021/05/index.html?GHVth*seZzERD*ftGVYBHUniIMinKBjFC*rdXFTCHyjgINUHgvHFCdgJHVJFcdRXDftc
0,http://ameport.org/163/email.126-&amp;-163.com.lpnm.htm
1,https://www.thesagamoreclub.com/contact/directions
1,https://www.alumaform.com/primary-meter-mounts.html
1,https://www.sarbakan.com/index.php/fr-ca/
0,https://longtableeventrentals.com/Onedrive
1,https://www.lotionsandpotions.com/info.html
0,http://xplanamazo.com/amaz/mazon/8645c
0,https://littlefoots.ru/00b699ac5beff504d1d7968bf5e7c5fd/
0,https://b7f14c7867433112f236109c99ef13b3-dot-gle9392420309493993.rj.r.appspot.com/
1,https://www.opulentcloud.co/contact-us/
0,https://renew-supportbilling.com/Login/index?id=93569c96cbd0cba44acb57bbb0f2a12d93569c96cbd0cba44acb57bbb0f2a12d&amp;session=93569c96cbd0cba44acb57bbb0f2a12d93569c96cbd0cba44acb57bbb0f2a12d
0,http://www.ttpsservlces.runescape.com-gf.ru/
1,https://www.pricecommunications.net/news
0,https://scsu.mn/3us6haN
1,https://www.uobkayhian.com/agm.html
0,http://caden.com.ar/cache/intern/aboutus.php?OTPVerification.aspxOQUK6JLIggdlXPGUzmAnLuqW5yCW0W1PMVzTElCVCQhzFXufk4C6z22EBEBBBCqoy0hdmT9YJqxpo1EJ6hPFkSkVxVx8yYw6YOjk
0,http://www.diversepropertysolutions.com/login.alibaba.com.spm.a2700.8293689.scGlobalHomeHeader.355.QqbMrU.tracelog.hd.signin.diversepropertysolutions.com/manufacturers/Login.htm
0,https://panelweb-4cae2.web.app/webmail-2096/index.htm#?outgoing@utu.fi
1,https://www.ablediecasting.com/
1,https://www.tecnirede.pt/index.php
